iter	RMSE
196	829.5950429
197	828.9556114
198	828.8396846
199	828.0532075
200	827.9392072
201	827.3036311
202	826.6442599
203	826.1923578
204	826.1473816
205	826.0322284
206	825.6754378
207	825.2180268
208	819.5679369
209	819.1676688
210	818.5924324
211	812.9266561
212	812.4848079
213	812.083751
214	811.5203225
215	811.0977026
216	805.6178735
217	805.0346677
218	804.3858538
219	803.9553942
220	798.5320768
221	797.9016955
222	792.6050916
223	791.8460686
224	790.7430165
225	785.4979666
226	780.3221172
227	775.2423922
228	770.1880458
229	769.8266515
230	764.8559486
231	764.4539354
232	759.3887036
233	759.0646914
234	758.492024
235	757.8450208
236	757.5298143
237	752.6294566
238	752.5016031
239	747.7983725
240	743.1552738
241	738.5881232
242	734.088721
243	729.6391958
244	725.2834572
245	721.0046684
246	720.6314692
247	716.3743219
248	712.1893737
249	711.5987836
250	707.5054592
251	707.0923512
252	702.8749093
253	698.7081627
254	694.7003043
255	690.7107587
256	686.8357556
257	686.5315428
258	682.798965
259	679.1266489
260	675.4351447
261	671.8680826
262	668.3569886
263	664.9000563
264	661.4406437
265	661.0549518
266	660.6766522
267	657.3192959
268	654.0303757
269	650.7906336
270	650.4099619
271	649.980894
272	649.6247058
273	646.4333859
274	645.7376741
275	642.6022526
276	639.5196969
277	636.4892521
278	633.5101723
279	632.8101564
280	629.878533
281	629.5214987
282	628.8378906
283	628.0602354
284	627.8327978
285	624.9525363
286	624.2835686
287	621.4454024
288	618.6535876
289	618.401305
290	615.6418262
291	614.9922792
292	614.6369085
293	611.9364906
294	609.2828126
295	606.6751781
296	606.4603652
297	603.8970133
298	602.6271804
299	600.1227402
300	599.4728346
301	596.9935026
302	596.651758
303	594.2232887
304	593.8572027
305	591.4622689
306	589.10515
307	588.4859499
308	587.0524279
309	586.6379228
310	586.2255864
311	585.6358057
312	585.2734037
313	584.6566951
314	584.0628196
315	581.6979528
316	581.3241479
317	580.9893586
318	580.0126918
319	579.7026044
320	579.2975704
321	578.9821938
322	578.2554873
323	577.8306237
324	577.5530629
325	576.9710844
326	574.7106686
327	574.3628419
328	574.0577286
329	573.8830402
330	573.5753136
331	571.1957895
332	570.3784454
333	570.0604471
334	567.8229772
335	565.626758
336	565.4926735
337	564.7933776
338	562.6004736
339	561.9980359
340	561.404418
341	561.087558
342	560.5214856
343	559.961541
344	559.4248117
345	559.240788
346	558.7379344
347	558.4859466
348	558.2073092
349	557.6378072
350	555.4983136
351	555.1859094
352	554.6563628
353	552.5559087
354	550.4940167
355	550.3682908
356	550.1615359
357	549.6911592
358	549.0838616
359	548.7851218
360	548.2709767
361	547.9935976
362	545.9615456
363	543.9184052
364	543.418984
365	543.147008
366	542.671441
367	540.7055163
368	538.7769762
369	536.8845516
370	536.3898239
371	536.0095365
372	535.529071
373	533.6668993
374	531.8394376
375	531.5456311
376	531.3017389
377	529.5052951
378	527.7424663
379	526.0122713
380	525.0734299
381	524.6053954
382	524.1478666
383	523.8792666
384	522.190639
385	521.7356632
386	521.4536949
387	521.1991119
388	519.4854587
389	519.2030047
390	518.9838776
391	518.3922496
392	516.7575074
393	516.4957043
394	516.0369325
395	515.5884685
396	515.1533606
397	514.3049768
398	513.9813833
399	513.8186531
400	513.573316
401	513.3594724
402	511.7554603
403	511.3303366
404	510.9639345
405	509.318584
406	508.9011388
407	507.3527503
408	506.9464708
409	506.823643
410	506.6164838
411	506.3221178
412	505.9405662
413	505.7332923
414	505.5308183
415	505.3306119
416	505.038538
417	504.8088344
418	504.4165101
419	504.2206636
420	503.9995938
421	503.6153685
422	503.3955103
423	503.0161343
424	501.4327834
425	501.2485518
426	500.8759463
427	499.3046851
428	497.7669901
429	497.5610822
430	496.0553601
431	494.5815803
432	494.2852295
433	493.8490081
434	493.5869641
435	492.1820327
436	491.8199996
437	491.4321339
438	491.2431801
439	490.8944035
440	489.5133265
441	489.1679278
442	488.8372266
443	488.6338264
444	488.4793672
445	488.1519374
446	486.8171956
447	486.1962223
448	485.9509362
449	485.6030275
450	484.2769572
451	484.1106316
452	482.8182543
453	482.6038315
454	482.28308
455	481.0019272
456	480.6908066
457	480.3874471
458	480.1209531
459	479.8122423
460	479.4277523
461	479.1323744
462	478.9038503
463	478.7273709
464	477.4898157
465	477.1274223
466	476.9338712
467	475.7140318
468	475.5172633
469	475.2456783
470	475.0833916
471	474.842816
472	474.548031
473	474.4047652
474	474.2055464
475	474.0120701
476	473.8755088
477	473.6687811
478	473.3822631
479	472.1743483
480	471.9977319
481	471.6830983
482	470.5153175
483	469.322442
484	469.0404219
485	467.8360857
486	467.6474317
487	466.4815074
488	465.3270851
489	465.0481884
490	463.956722
491	463.8213389
492	463.5982009
493	463.4131299
494	463.1381503
495	462.8698762
496	461.7631071
497	461.6313043
498	461.3710222
499	461.0659817
500	460.7284589
501	460.6255505
502	460.5716804
503	460.356115
504	460.1510898
505	459.9861995
506	459.7438779
507	459.6174334
508	459.3797987
509	459.0914107
510	458.0210864
511	457.4608496
512	457.2274623
513	457.0075537
514	455.9679993
515	455.6966409
516	455.5083461
517	455.188339
518	455.0665927
519	454.9509009
520	454.7058768
521	454.5576879
522	454.3178456
523	454.05919
524	453.8699562
525	452.8464053
526	452.7497328
527	452.5815846
528	452.3745351
529	452.0449504
530	451.9166396
531	451.6875466
532	451.438686
533	450.3979896
534	450.2731486
535	450.2260383
536	450.0526647
537	449.051639
538	448.0826329
539	447.6541267
540	447.5134769
541	447.4178707
542	447.2240754
543	447.0002217
544	446.8839547
545	446.6758632
546	445.7233476
547	445.5027142
548	445.2870092
549	445.1248578
550	444.8745288
551	444.6378326
552	444.4339724
553	444.3237211
554	444.2648312
555	444.0654327
556	443.9529547
557	443.015278
558	442.8872393
559	441.9680181
560	441.77485
561	441.5859245
562	441.351742
563	441.1668787
564	440.9747628
565	440.7259174
566	440.4467617
567	440.4189576
568	440.2538008
569	440.0332102
570	439.9216818
571	439.8198642
572	439.6113679
573	439.3894703
574	439.2091028
575	438.2907899
576	438.0909077
577	437.931732
578	437.0096986
579	436.127046
580	435.8967767
581	435.682344
582	434.8278181
583	434.7028745
584	433.8631578
585	433.0404162
586	432.9081564
587	432.714325
588	432.6297213
589	432.4613831
590	431.6557735
591	431.238057
592	431.1493923
593	430.8777745
594	430.7139737
595	430.6096167
596	430.420291
597	430.2922817
598	430.1605208
599	429.6923601
600	429.4967405
601	429.3360173
602	429.1788075
603	429.1578774
604	429.0764608
605	428.8909806
606	428.7690217
607	428.6389098
608	428.5545671
609	428.4008237
610	428.250086
611	428.0659046
612	427.9186686
613	427.7164556
614	427.5829104
615	427.174754
616	427.0332572
617	426.9009523
618	426.5235714
619	426.3194475
620	426.1596286
621	425.9841331
622	425.7862069
623	425.6170269
624	425.5229562
625	425.41115
626	425.0305065
627	424.8367949
628	424.7026135
629	424.6312557
630	423.8245898
631	423.6948571
632	423.6111234
633	423.470535
634	423.2917985
635	423.0327589
636	422.8716812
637	422.7152815
638	422.602939
639	422.3738853
640	422.2671761
641	422.0846048
642	421.9097674
643	421.7028464
644	421.5733782
645	421.3217716
646	421.1951353
647	421.0713803
648	421.0525755
649	420.9115825
650	420.8129076
651	420.6856899
652	420.6500476
653	420.6309418
654	420.5350939
655	420.5002806
656	420.4315535
657	420.3680007
658	419.5478238
659	419.4628504
660	419.3277997
661	419.2343717
662	419.1664752
663	419.0031932
664	418.8523153
665	418.7600588
666	418.638618
667	417.8704829
668	417.760724
669	417.5941298
670	417.5607463
671	417.4493033
672	417.2014986
673	417.1896058
674	417.0562872
675	416.9312033
676	416.5436292
677	416.341443
678	416.2796789
679	416.220256
680	416.2076177
681	416.0806996
682	415.9384623
683	415.7426009
684	414.9773116
685	414.8763272
686	414.6863309
687	414.4999633
688	414.4671441
689	414.394581
690	414.2288461
691	414.179286
692	414.0336848
693	413.9436795
694	413.7733148
695	413.5393079
696	413.4033505
697	413.320681
698	413.2788969
699	412.507819
700	412.4330157
701	412.3138821
702	412.2041124
703	412.0310367
704	411.309322
705	411.2692799
706	410.5478136
707	410.3576584
708	410.1447433
709	410.050308
710	409.7287852
711	409.630426
712	409.5307999
713	409.4272317
714	409.3256034
715	409.1665851
716	409.0741465
717	409.0570477
718	408.9703232
719	408.7910859
720	408.6926124
721	408.6040437
722	408.5011577
723	408.4591397
724	408.3539581
725	408.2905509
726	407.550705
727	406.8674233
728	406.6437592
729	406.5847362
730	406.4522404
731	406.3561201
732	406.1861095
733	405.9832386
734	405.8879307
735	405.6365332
736	405.5682804
737	405.5568095
738	405.429986
739	405.3576867
740	405.1544811
741	404.8200159
742	404.7348021
743	404.6032951
744	404.5591216
745	404.4763479
746	403.7705564
747	403.6645344
748	403.5860268
749	402.9134552
750	402.9000313
751	402.7691533
752	402.7381648
753	402.7288792
754	402.6586239
755	402.2899232
756	402.184117
757	401.901396
758	401.7528233
759	401.4677778
760	401.4186676
761	401.2250415
762	401.1949668
763	401.1142828
764	401.1034595
765	401.07832
766	401.0110411
767	400.8953955
768	400.7455857
769	400.5802205
770	400.4806883
771	400.3865611
772	399.9593281
773	399.8342169
774	399.7479738
775	399.7353151
776	399.6134618
777	399.2917164
778	399.1947956
779	399.1123246
780	399.0104363
781	398.8445855
782	398.769927
783	398.6445742
784	398.4688178
785	398.3497872
786	398.2700777
787	398.1516977
788	398.0264598
789	397.8883817
790	397.7280096
791	397.6936546
792	397.6025012
793	397.5102685
794	397.244401
795	397.1698677
796	396.7020205
797	396.5435406
798	396.5030063
799	396.3870265
800	395.7304742
801	395.6682449
802	395.0750253
803	394.9716262
804	394.7555761
805	394.6449413
806	394.0842958
807	393.9259828
808	393.8259398
809	393.5050029
810	393.4475217
811	393.4268706
812	393.1511121
813	393.0539178
814	392.9352633
815	392.8346239
816	392.8147199
817	392.731361
818	392.6609412
819	392.538121
820	392.4213679
821	392.3186111
822	392.3093859
823	392.1952881
824	392.1820799
825	391.6677748
826	391.6297523
827	391.4468945
828	391.3556208
829	391.2369483
830	391.1384943
831	391.002222
832	390.9503653
833	390.9426838
834	390.8700621
835	390.7195309
836	390.6789768
837	390.6581071
838	390.5868851
839	390.5091393
840	390.1613204
841	389.9967282
842	389.9392994
843	389.8005887
844	389.6841692
845	389.6192919
846	389.591326
847	389.5585822
848	389.482614
849	389.4567563
850	389.3865324
851	389.2796915
852	389.2242845
853	389.1890714
854	389.1145391
855	389.0888547
856	389.038257
857	388.9592705
858	388.7049091
859	388.6414415
860	388.5660373
861	388.5165186
862	388.4254487
863	388.3250636
864	388.2568436
865	388.0149647
866	387.891376
867	387.8308604
868	387.8191061
869	387.7206471
870	387.6255475
871	387.4645053
872	387.4544783
873	387.2961821
874	387.2281806
875	387.1589268
876	387.0857363
877	386.9925529
878	386.3247182
879	386.0807894
880	385.9478655
881	385.7834027
882	385.7737149
883	385.6472253
884	385.0069118
885	384.6733789
886	384.6193806
887	384.5307689
888	384.4139775
889	384.3417784
890	384.2387852
891	384.1513562
892	383.8858936
893	383.8556849
894	383.7215111
895	383.6289796
896	383.561668
897	383.515797
898	383.4150368
899	383.2885085
900	383.2794174
901	383.2407025
902	383.1199223
903	383.0141589
904	383.0046212
905	382.7245431
906	382.7091537
907	382.6117733
908	382.2622951
909	382.0223162
910	381.9902015
911	381.7865262
912	381.6161974
913	381.5250283
914	381.4717591
915	381.3827594
916	381.2563119
917	381.2487281
918	381.1400075
919	381.0574801
920	380.6665468
921	380.5874754
922	380.4926287
923	379.8430301
924	379.7220226
925	379.5973085
926	379.5532821
927	379.4621191
928	379.3863283
929	379.3048141
930	379.0866647
931	378.9963277
932	378.9219113
933	378.3012974
934	378.2591708
935	378.2016876
936	378.1693396
937	378.0558985
938	377.9243913
939	377.8465797
940	377.790943
941	377.61278
942	377.5559778
943	377.5118965
944	377.3979405
945	377.3425566
946	377.2904068
947	376.9091726
948	376.8889103
949	376.6535301
